,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE,TIME,TEAM,TYPE,SUB_TYPE,ASSIST_PLAYER_ID,ASSIST_COUNT,BLOCK_PLAYER_ID,BLOCK_COUNT,REBOUND_PLAYER_ID,REBOUND_TEAM,REBOUND_OFFENSIVE_COUNT,REBOUND_DEFENSIVE_COUNT,JUMP_BALL_HOME_PLAYER_ID,JUMP_BALL_AWAY_PLAYER_ID,JUMP_BALL_RETRIEVED_PLAYER_ID,SUB_ENTERED_PLAYER_ID,SUB_LEAVING_PLAYER_ID,FREE_THROW_PLAYER_ID,FREE_THROW_NUM,FREE_THROW_TOTAL,FREE_THROW_MADE,FOULED_BY_PLAYER_ID,DRAWN_FOUL_PLAYER_ID,FOUL_COUNT,TEAM_FOUL_COUNT,FOUL_TYPE,TECHNICAL_PLAYER_ID,DOUBLE_TECHNICAL_PLAYER_ID_1,DOUBLE_TECHNICAL_PLAYER_ID_2,DOUBLE_PERSONAL_PLAYER_ID_1,DOUBLE_PERSONAL_PLAYER_ID_2,DOUBLE_PERSONAL_FOUL_COUNT_1,DOUBLE_PERSONAL_FOUL_COUNT_2,COACH_TECHNICAL,SHOT_PLAYER_ID,POINTS_SCORED,TOTAL_POINTS_SCORED,SHOT_MADE,SHOT_TYPE,STEAL_PLAYER_ID,STEAL_COUNT,TURNOVER_PLAYER_ID,TURNOVER_COUNT,TEAM_TURNOVER_COUNT,TURNOVER_TYPE,POSSESSION_ID,PERIOD_START,PERIOD_END,TIMEOUT_TYPE,VIOLATION,VIOLATION_PLAYER_ID,EJECTION,EJECTION_PLAYER_ID,HOME_PLAYER_ID_1,HOME_PLAYER_ID_2,HOME_PLAYER_ID_3,HOME_PLAYER_ID_4,HOME_PLAYER_ID_5,AWAY_PLAYER_ID_1,AWAY_PLAYER_ID_2,AWAY_PLAYER_ID_3,AWAY_PLAYER_ID_4,AWAY_PLAYER_ID_5,HOME_PLAYER_ID_1_PLAY_TIME,HOME_PLAYER_ID_2_PLAY_TIME,HOME_PLAYER_ID_3_PLAY_TIME,HOME_PLAYER_ID_4_PLAY_TIME,HOME_PLAYER_ID_5_PLAY_TIME,AWAY_PLAYER_ID_1_PLAY_TIME,AWAY_PLAYER_ID_2_PLAY_TIME,AWAY_PLAYER_ID_3_PLAY_TIME,AWAY_PLAYER_ID_4_PLAY_TIME,AWAY_PLAYER_ID_5_PLAY_TIME
195,1,1,222,20800003,Radmanovic 28' 3PT Jump Shot (5 PTS),,1:58,2,4.0,0,0,2209,Vladimir Radmanovic,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,27 - 49,22,,11:37 PM,Lakers,Trail Blazers,49,27,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.0,,5.0,True,Shot,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,201141.0,2581.0,200746.0,2566.0,1060.0,740.0,806.0,740.0,1144.0,1017.0,764.0,840.0,982.0,1044.0
196,2,9,223,20800003,,,1:51,2,3.0,0,0,1610612757,,,,,,0,,,,,,0,,,,,,,,Trail Blazers Timeout: Short (Reg.2 Short 1),11:38 PM,Lakers,Trail Blazers,49,27,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short (Reg.2 Short 1),,,,,977,101115,965.0,2209.0,2200.0,200750.0,201141.0,2581.0,200746.0,2566.0,1067.0,747.0,813.0,747.0,1151.0,1024.0,771.0,847.0,989.0,1051.0
197,1,9,225,20800003,LAKERS Timeout: Regular (Full 2 Short 0),,1:51,2,2.0,0,0,1610612747,,,,,,0,,,,,,0,,,,,,,,,11:39 PM,Lakers,Trail Blazers,49,27,1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular (Full 2 Short 0),,,,,977,101115,965.0,2209.0,2200.0,200750.0,201141.0,2581.0,200746.0,2566.0,1067.0,747.0,813.0,747.0,1151.0,1024.0,771.0,847.0,989.0,1051.0
198,0,8,226,20800003,,,1:51,2,5.0,5,0,201141,Greg Oden,POR,Portland,1610612757.0,Trail Blazers,2038,Joel Przybilla,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,,,SUB: Przybilla FOR Oden,11:41 PM,Lakers,Trail Blazers,49,27,1329,,,,,,,,,,,,,,,2038.0,201141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1067.0,747.0,813.0,747.0,1151.0,1024.0,771.0,847.0,989.0,1051.0
199,1,5,227,20800003,Radmanovic STEAL (3 STL),,1:37,2,5.0,4,0,200750,Brandon Roy,POR,Portland,1610612757.0,Trail Blazers,2209,Vladimir Radmanovic,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,,,Roy Bad Pass Turnover (P2.T9),11:41 PM,Lakers,Trail Blazers,49,27,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.0,3.0,200750.0,2.0,9.0,Pass Turnover,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1081.0,761.0,827.0,761.0,1165.0,1038.0,572.0,861.0,1003.0,1065.0
200,40,5,228,20800003,Bryant Out of Bounds Lost Ball Turnover (P3.T7),,1:32,2,4.0,0,0,977,Kobe Bryant,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,11:41 PM,Lakers,Trail Blazers,49,27,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.0,3.0,7.0,Ball Turnover,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1086.0,766.0,832.0,766.0,1170.0,1043.0,577.0,866.0,1008.0,1070.0
201,2,6,229,20800003,Bynum S.FOUL (P2.PN),,1:17,2,4.0,5,1,101115,Andrew Bynum,LAL,Los Angeles,1610612747.0,Lakers,200750,Brandon Roy,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,,,,11:42 PM,Lakers,Trail Blazers,49,27,1363,,,,,,,,,,,,,,,,,,,,,101115.0,200750.0,2.0,N,S.FOUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1101.0,781.0,847.0,781.0,1185.0,1058.0,592.0,881.0,1023.0,1085.0
202,11,3,230,20800003,,,1:17,2,5.0,0,0,200750,Brandon Roy,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,28 - 49,21,Roy Free Throw 1 of 2 (1 PTS),11:42 PM,Lakers,Trail Blazers,49,28,1363,,,,,,,,,,,,,,,,,200750.0,1.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1101.0,781.0,847.0,781.0,1185.0,1058.0,592.0,881.0,1023.0,1085.0
203,12,3,232,20800003,,,1:17,2,5.0,0,0,200750,Brandon Roy,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,29 - 49,20,Roy Free Throw 2 of 2 (2 PTS),11:42 PM,Lakers,Trail Blazers,49,29,1363,,,,,,,,,,,,,,,,,200750.0,2.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1101.0,781.0,847.0,781.0,1185.0,1058.0,592.0,881.0,1023.0,1085.0
204,1,2,234,20800003,MISS Bryant 17' Jump Shot,,1:00,2,4.0,0,0,977,Kobe Bryant,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,11:43 PM,Lakers,Trail Blazers,49,29,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.0,,,False,Shot,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1118.0,798.0,864.0,798.0,1202.0,1075.0,609.0,898.0,1040.0,1102.0
205,0,4,235,20800003,,,0:59,2,5.0,0,0,2038,Joel Przybilla,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Przybilla REBOUND (Off:1 Def:4),11:43 PM,Lakers,Trail Blazers,49,29,1381,,,,,,,,2038.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1119.0,799.0,865.0,799.0,1203.0,1076.0,610.0,899.0,1041.0,1103.0
206,1,2,236,20800003,,,0:46,2,5.0,0,0,200746,LaMarcus Aldridge,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,MISS Aldridge 25' 3PT Jump Shot,11:43 PM,Lakers,Trail Blazers,49,29,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200746.0,,,False,Shot,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1132.0,812.0,878.0,812.0,1216.0,1089.0,623.0,912.0,1054.0,1116.0
207,0,4,237,20800003,,,0:44,2,5.0,0,0,2566,Travis Outlaw,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Outlaw REBOUND (Off:2 Def:2),11:43 PM,Lakers,Trail Blazers,49,29,1396,,,,,,,,2566.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1134.0,814.0,880.0,814.0,1218.0,1091.0,625.0,914.0,1056.0,1118.0
208,5,1,238,20800003,,,0:43,2,5.0,0,0,2566,Travis Outlaw,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,31 - 49,18,Outlaw  Layup (9 PTS),11:43 PM,Lakers,Trail Blazers,49,31,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.0,,9.0,True,Layup,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1135.0,815.0,881.0,815.0,1219.0,1092.0,626.0,915.0,1057.0,1119.0
209,1,2,239,20800003,MISS Bryant 11' Jump Shot,,0:33,2,4.0,0,5,977,Kobe Bryant,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,200746,LaMarcus Aldridge,POR,Portland,1610612757.0,Trail Blazers,,,Aldridge BLOCK (2 BLK),11:43 PM,Lakers,Trail Blazers,49,31,1407,,,,,,200746.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,977.0,,,False,Shot,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1145.0,825.0,891.0,825.0,1229.0,1102.0,636.0,925.0,1067.0,1129.0
210,0,4,240,20800003,,,0:31,2,5.0,0,0,2038,Joel Przybilla,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Przybilla REBOUND (Off:1 Def:5),11:43 PM,Lakers,Trail Blazers,49,31,1409,,,,,,,,2038.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1147.0,827.0,893.0,827.0,1231.0,1104.0,638.0,927.0,1069.0,1131.0
211,1,1,241,20800003,,,0:11,2,5.0,5,0,2581,Steve Blake,POR,Portland,1610612757.0,Trail Blazers,200750,Brandon Roy,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,34 - 49,15,Blake 24' 3PT Jump Shot (6 PTS) (Roy 4 AST),11:44 PM,Lakers,Trail Blazers,49,34,1429,,,,200750.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581.0,,6.0,True,Shot,,,,,,,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1167.0,847.0,913.0,847.0,1251.0,1124.0,658.0,947.0,1089.0,1151.0
212,1,5,242,20800003,Bryant Bad Pass Turnover (P4.T8),,0:03,2,4.0,5,0,977,Kobe Bryant,LAL,Los Angeles,1610612747.0,Lakers,2038,Joel Przybilla,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,,,Przybilla STEAL (1 STL),11:44 PM,Lakers,Trail Blazers,49,34,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038.0,1.0,977.0,4.0,8.0,Pass Turnover,,,,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1175.0,855.0,921.0,855.0,1259.0,1132.0,666.0,955.0,1097.0,1159.0
213,0,13,243,20800003,,,0:00,2,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,34 - 49,15,,11:44 PM,Lakers,Trail Blazers,49,34,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,977,101115,965.0,2209.0,2200.0,200750.0,2038.0,2581.0,200746.0,2566.0,1178.0,858.0,924.0,858.0,1262.0,1135.0,669.0,958.0,1100.0,1162.0
214,0,12,245,20800003,,,12:00,3,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,34 - 49,15,,12:05 PM,Lakers,Trail Blazers,49,34,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,,,,,,,,,,
215,5,2,246,20800003,Bynum BLOCK (2 BLK),,11:39,3,5.0,0,4,2581,Steve Blake,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,101115,Andrew Bynum,LAL,Los Angeles,1610612747.0,Lakers,,,MISS Blake  Layup,12:06 PM,Lakers,Trail Blazers,49,34,1461,,,,,,101115.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2581.0,,,False,Layup,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,945.0,1199.0,879.0,1283.0,879.0,690.0,979.0,1156.0,1121.0,1183.0
216,0,4,247,20800003,,,11:37,3,5.0,0,0,2581,Steve Blake,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Blake REBOUND (Off:1 Def:0),12:06 PM,Lakers,Trail Blazers,49,34,1463,,,,,,,,2581.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,947.0,1201.0,881.0,1285.0,881.0,692.0,981.0,1158.0,1123.0,1185.0
217,1,1,248,20800003,,,11:35,3,5.0,5,0,2566,Travis Outlaw,POR,Portland,1610612757.0,Trail Blazers,2581,Steve Blake,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,37 - 49,12,Outlaw 24' 3PT Jump Shot (12 PTS) (Blake 3 AST),12:06 PM,Lakers,Trail Blazers,49,37,1465,,,,2581.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.0,,12.0,True,Shot,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,949.0,1203.0,883.0,1287.0,883.0,694.0,983.0,1160.0,1125.0,1187.0
218,1,2,249,20800003,MISS Bynum 16' Jump Shot,,11:20,3,4.0,0,0,101115,Andrew Bynum,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,12:06 PM,Lakers,Trail Blazers,49,37,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101115.0,,,False,Shot,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,964.0,1218.0,898.0,1302.0,898.0,709.0,998.0,1175.0,1140.0,1202.0
219,0,4,250,20800003,,,11:19,3,5.0,0,0,2038,Joel Przybilla,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Przybilla REBOUND (Off:1 Def:6),12:06 PM,Lakers,Trail Blazers,49,37,1481,,,,,,,,2038.0,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,965.0,1219.0,899.0,1303.0,899.0,710.0,999.0,1176.0,1141.0,1203.0
220,1,1,251,20800003,,,10:59,3,5.0,0,0,2566,Travis Outlaw,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,39 - 49,10,Outlaw 17' Jump Shot (14 PTS),12:06 PM,Lakers,Trail Blazers,49,39,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.0,,14.0,True,Shot,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,985.0,1239.0,919.0,1323.0,919.0,730.0,1019.0,1196.0,1161.0,1223.0
221,1,2,252,20800003,MISS Fisher 10' Jump Shot,,10:39,3,4.0,0,0,965,Derek Fisher,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,12:07 PM,Lakers,Trail Blazers,49,39,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0,,,False,Shot,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1005.0,1259.0,939.0,1343.0,939.0,750.0,1039.0,1216.0,1181.0,1243.0
222,0,4,253,20800003,Fisher REBOUND (Off:2 Def:1),,10:37,3,4.0,0,0,965,Derek Fisher,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,12:07 PM,Lakers,Trail Blazers,49,39,1523,,,,,,,,965.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1007.0,1261.0,941.0,1345.0,941.0,752.0,1041.0,1218.0,1183.0,1245.0
223,5,2,254,20800003,MISS Fisher  Layup,,10:36,3,4.0,0,0,965,Derek Fisher,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,12:07 PM,Lakers,Trail Blazers,49,39,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0,,,False,Layup,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1008.0,1262.0,942.0,1346.0,942.0,753.0,1042.0,1219.0,1184.0,1246.0
224,0,4,255,20800003,,,10:36,3,5.0,0,0,2581,Steve Blake,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Blake REBOUND (Off:1 Def:1),12:07 PM,Lakers,Trail Blazers,49,39,1524,,,,,,,,2581.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1008.0,1262.0,942.0,1346.0,942.0,753.0,1042.0,1219.0,1184.0,1246.0
225,1,2,256,20800003,,,10:28,3,5.0,0,0,200750,Brandon Roy,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,MISS Roy  3PT Jump Shot,12:07 PM,Lakers,Trail Blazers,49,39,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200750.0,,,False,Shot,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1016.0,1270.0,950.0,1354.0,950.0,761.0,1050.0,1227.0,1192.0,1254.0
226,0,4,257,20800003,Fisher REBOUND (Off:2 Def:2),,10:27,3,4.0,0,0,965,Derek Fisher,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,12:07 PM,Lakers,Trail Blazers,49,39,1533,,,,,,,,965.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1017.0,1271.0,951.0,1355.0,951.0,762.0,1051.0,1228.0,1193.0,1255.0
227,42,2,258,20800003,MISS Fisher  Driving Layup,,10:22,3,4.0,0,0,965,Derek Fisher,LAL,Los Angeles,1610612747.0,Lakers,0,,,,,,0,,,,,,,,,12:07 PM,Lakers,Trail Blazers,49,39,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0,,,False,Layup,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1022.0,1276.0,956.0,1360.0,956.0,767.0,1056.0,1233.0,1198.0,1260.0
228,0,4,259,20800003,,,10:20,3,5.0,0,0,2038,Joel Przybilla,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,0,,,,,,,,Przybilla REBOUND (Off:1 Def:7),12:07 PM,Lakers,Trail Blazers,49,39,1540,,,,,,,,2038.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1024.0,1278.0,958.0,1362.0,958.0,769.0,1058.0,1235.0,1200.0,1262.0
229,1,1,260,20800003,,,10:04,3,5.0,5,0,200746,LaMarcus Aldridge,POR,Portland,1610612757.0,Trail Blazers,2581,Steve Blake,POR,Portland,1610612757.0,Trail Blazers,0,,,,,,41 - 49,8,Aldridge 6' Jump Shot (6 PTS) (Blake 4 AST),12:07 PM,Lakers,Trail Blazers,49,41,1556,,,,2581.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200746.0,,6.0,True,Shot,,,,,,,,,,,,,,,965,977,101115.0,2200.0,2209.0,2038.0,2581.0,200750.0,200746.0,2566.0,1040.0,1294.0,974.0,1378.0,974.0,785.0,1074.0,1251.0,1216.0,1278.0
